TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,0,2,10000,10000,0
1,0,4,43,10000,10000,0
2,0,1,14,10000,10000,0
3,0,5,51,10000,10000,0
4,0,0,7,10000,10000,0
5,0,3,30,30000,30000,0
6,0,24,242,30000,30000,0
7,0,14,149,30000,30000,0
8,0,24,244,30000,30000,0
9,0,11,110,40000,40000,0
10,0,46,463,40000,40000,0
11,0,19,194,40000,40000,0
12,0,67,674,60000,60000,0
13,0,7,74,60000,60000,0
14,0,6,60,60000,60000,0
15,0,18,182,80000,80000,0
16,0,14,142,80000,80000,0
17,0,21,217,80000,80000,0
18,0,7,77,90000,90000,0
19,0,47,479,90000,90000,0
20,0,5,58,90000,90000,0
21,0,4,43,90000,90000,0
22,0,140,1402,90000,90000,0
23,0,11,114,90000,90000,0
24,0,20,200,90000,90000,0
