TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,0,7,10000,10000,0
1,0,6,60,10000,10000,0
2,0,30,302,20000,20000,0
3,0,18,188,20000,20000,0
4,0,12,129,30000,30000,0
5,0,44,445,30000,30000,0
6,0,67,679,30000,30000,0
7,0,87,878,40000,40000,0
8,0,162,1628,40000,40000,0
9,0,19,199,40000,40000,0
10,0,62,625,40000,40000,0
11,0,104,1040,40000,40000,0
12,0,45,456,40000,40000,0
13,0,18,184,50000,50000,0
14,0,102,1026,50000,50000,0
15,0,435,4352,50000,50000,0
16,0,101,1018,50000,50000,0
17,0,54,542,50000,50000,0
18,0,75,756,60000,60000,0
19,0,124,1244,60000,60000,0
20,0,13,134,60000,60000,0
21,0,82,828,60000,60000,0
22,0,16,162,80000,80000,0
23,0,87,878,80000,80000,0
24,0,9,92,80000,80000,0
