TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,55,557,10000,10000,0
1,0,19,199,20000,20000,0
2,0,1,17,20000,20000,0
3,0,26,265,20000,20000,0
4,0,59,594,30000,30000,0
5,0,113,1137,30000,30000,0
6,0,26,264,30000,30000,0
7,0,29,291,30000,30000,0
8,0,9,92,30000,30000,0
9,0,174,1743,40000,40000,0
10,0,24,247,40000,40000,0
11,0,16,160,40000,40000,0
12,0,8,86,40000,40000,0
13,0,128,1281,50000,50000,0
14,0,75,754,50000,50000,0
15,0,28,281,50000,50000,0
16,0,19,196,50000,50000,0
17,0,27,278,60000,60000,0
18,0,202,2022,60000,60000,0
19,0,34,346,60000,60000,0
20,0,158,1582,60000,60000,0
21,0,5,58,60000,60000,0
22,0,205,2054,80000,80000,0
23,0,110,1100,80000,80000,0
24,0,189,1892,80000,80000,0
