TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,2,25,10000,10000,0
1,0,10,107,10000,10000,0
2,0,4,45,10000,10000,0
3,0,10,106,20000,20000,0
4,0,14,149,20000,20000,0
5,0,0,9,20000,20000,0
6,0,25,257,20000,20000,0
7,0,14,146,30000,30000,0
8,0,39,393,30000,30000,0
9,0,3,31,30000,30000,0
10,0,8,84,30000,30000,0
11,0,12,129,30000,30000,0
12,0,26,264,30000,30000,0
13,0,33,331,30000,30000,0
14,0,40,405,40000,40000,0
15,0,1,18,40000,40000,0
16,0,33,331,40000,40000,0
17,0,3,32,40000,40000,0
18,0,83,831,60000,60000,0
19,0,25,259,80000,80000,0
20,0,48,488,80000,80000,0
21,0,98,988,80000,80000,0
22,0,69,691,80000,80000,0
23,0,51,514,90000,90000,0
24,0,362,3624,90000,90000,0
