TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,10,102,10000,10000,0
1,0,21,219,10000,10000,0
2,0,57,576,10000,10000,0
3,0,101,1015,20000,20000,0
4,0,36,360,20000,20000,0
5,0,17,173,20000,20000,0
6,0,1,14,20000,20000,0
7,0,52,524,30000,30000,0
8,0,4,48,30000,30000,0
9,0,288,2883,30000,30000,0
10,0,12,126,30000,30000,0
11,0,163,1638,40000,40000,0
12,0,233,2333,40000,40000,0
13,0,173,1739,40000,40000,0
14,0,278,2789,60000,60000,0
15,0,69,690,60000,60000,0
16,0,19,192,60000,60000,0
17,0,56,567,60000,60000,0
18,0,90,909,60000,60000,0
19,0,578,5789,80000,80000,0
20,0,117,1179,80000,80000,0
21,0,137,1372,80000,80000,0
22,0,226,2265,90000,90000,0
23,0,60,609,90000,90000,0
24,0,428,4282,90000,90000,0
