TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,3,31,10000,10000,0
1,0,8,86,20000,20000,0
2,0,51,512,20000,20000,0
3,0,48,488,20000,20000,0
4,0,29,293,20000,20000,0
5,0,50,500,30000,30000,0
6,0,318,3185,30000,30000,0
7,0,11,115,30000,30000,0
8,0,22,225,30000,30000,0
9,0,30,303,30000,30000,0
10,0,193,1938,40000,40000,0
11,0,255,2550,40000,40000,0
12,0,52,529,40000,40000,0
13,0,99,993,40000,40000,0
14,0,113,1133,60000,60000,0
15,0,184,1844,60000,60000,0
16,0,164,1643,60000,60000,0
17,0,246,2460,60000,60000,0
18,0,414,4144,80000,80000,0
19,0,5,52,80000,80000,0
20,0,59,595,80000,80000,0
21,0,230,2300,90000,90000,0
22,0,171,1714,90000,90000,0
23,0,432,4328,90000,90000,0
24,0,561,5617,90000,90000,0
