TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,12,120,10000,10000,0
1,0,35,350,10000,10000,0
2,0,24,246,10000,10000,0
3,0,7,74,10000,10000,0
4,0,38,385,10000,10000,0
5,0,41,414,10000,10000,0
6,0,76,765,10000,10000,0
7,0,14,144,20000,20000,0
8,0,213,2133,30000,30000,0
9,0,16,169,30000,30000,0
10,0,28,286,30000,30000,0
11,0,76,762,30000,30000,0
12,0,7,76,30000,30000,0
13,0,23,239,30000,30000,0
14,0,51,516,40000,40000,0
15,0,148,1481,40000,40000,0
16,0,35,354,60000,60000,0
17,0,27,275,60000,60000,0
18,0,365,3653,60000,60000,0
19,0,186,1862,60000,60000,0
20,0,92,923,60000,60000,0
21,0,36,364,80000,80000,0
22,0,601,6017,80000,80000,0
23,0,709,7090,90000,90000,0
24,0,74,747,90000,90000,0
