TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,614,6140,10000,10000,0
1,0,359,3590,50000,50000,0
2,0,46,460,50000,50000,0
3,0,280,2800,100000,100000,0
4,0,122,1220,200000,200000,0
5,0,342,3420,200000,200000,0
6,0,115,1159,200000,200000,0
7,0,36,360,200000,200000,0
8,0,22,220,200000,200000,0
9,0,56,560,200000,200000,0
10,0,98,980,200000,200000,0
11,0,257,2570,500000,500000,0
12,0,124,1240,500000,500000,0
13,0,44,440,500000,500000,0
14,0,427,4270,1000000,1000000,0
15,0,73,730,1000000,1000000,0
16,0,55,550,1000000,1000000,0
17,0,11,110,1000000,1000000,0
18,0,203,2030,1000000,1000000,0
19,0,51,519,1000000,1000000,0
