TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,16,160,10000,10000,0
1,0,22,225,10000,10000,0
2,0,14,144,10000,10000,0
3,0,102,1022,10000,10000,0
4,0,4,46,10000,10000,0
5,0,34,348,20000,20000,0
6,0,105,1052,20000,20000,0
7,0,63,638,20000,20000,0
8,0,22,222,20000,20000,0
9,0,37,371,30000,30000,0
10,0,169,1691,30000,30000,0
11,0,73,730,30000,30000,0
12,0,132,1323,30000,30000,0
13,0,80,808,40000,40000,0
14,0,78,782,40000,40000,0
15,0,150,1502,40000,40000,0
16,0,13,135,60000,60000,0
17,0,9,92,60000,60000,0
18,0,315,3153,70000,70000,0
19,0,201,2016,70000,70000,0
20,0,536,5362,70000,70000,0
21,0,197,1975,70000,70000,0
22,0,13,136,70000,70000,0
23,0,585,5858,70000,70000,0
24,0,309,3094,70000,70000,0
