TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,40,10000,10000,0
1,0,20,206,10000,10000,0
2,0,17,172,10000,10000,0
3,0,17,174,20000,20000,0
4,0,18,184,20000,20000,0
5,0,17,177,20000,20000,0
6,0,12,121,30000,30000,0
7,0,26,268,30000,30000,0
8,0,5,55,40000,40000,0
9,0,38,381,40000,40000,0
10,0,12,120,50000,50000,0
11,0,26,263,50000,50000,0
12,0,1,18,50000,50000,0
13,0,22,228,50000,50000,0
14,0,1,15,50000,50000,0
15,0,9,96,50000,50000,0
16,0,11,118,60000,60000,0
17,0,36,368,60000,60000,0
18,0,109,1099,60000,60000,0
19,0,32,322,60000,60000,0
20,0,72,722,60000,60000,0
21,0,102,1029,80000,80000,0
22,0,210,2105,80000,80000,0
23,0,10,109,80000,80000,0
24,0,65,650,80000,80000,0
