TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,62,620,50000,50000,0
1,0,245,2450,100000,100000,0
2,0,252,2520,100000,100000,0
3,0,179,1790,100000,100000,0
4,0,279,2790,100000,100000,0
5,0,36,360,100000,100000,0
6,0,283,2830,100000,100000,0
7,0,240,2400,100000,100000,0
8,0,109,1090,100000,100000,0
9,0,100,1000,200000,200000,0
10,0,101,1010,200000,200000,0
11,0,114,1140,200000,200000,0
12,0,21,210,200000,200000,0
13,0,278,2780,200000,200000,0
14,0,115,1150,200000,200000,0
15,0,158,1580,200000,200000,0
16,0,11,110,200000,200000,0
17,0,61,610,1000000,1000000,0
