TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,7,71,10000,10000,0
1,0,4,45,10000,10000,0
2,0,4,46,10000,10000,0
3,0,21,210,20000,20000,0
4,0,13,130,20000,20000,0
5,0,108,1085,20000,20000,0
6,0,7,79,30000,30000,0
7,0,160,1605,30000,30000,0
8,0,32,329,30000,30000,0
9,0,22,228,30000,30000,0
10,0,94,949,30000,30000,0
11,0,79,797,30000,30000,0
12,0,95,953,30000,30000,0
13,0,358,3581,40000,40000,0
14,0,77,771,40000,40000,0
15,0,42,428,60000,60000,0
16,0,28,282,60000,60000,0
17,0,39,395,60000,60000,0
18,0,563,5634,80000,80000,0
19,0,120,1205,80000,80000,0
20,0,263,2630,80000,80000,0
21,0,574,5740,90000,90000,0
22,0,9,95,90000,90000,0
23,0,231,2319,90000,90000,0
24,0,100,1008,90000,90000,0
