TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,98,980,10000,10000,0
1,0,43,430,10000,10000,0
2,0,48,480,20000,20000,0
3,0,67,670,20000,20000,0
4,0,40,400,50000,50000,0
5,0,238,2380,100000,100000,0
6,0,28,280,100000,100000,0
7,0,152,1520,100000,100000,0
8,0,220,2200,100000,100000,0
9,0,40,400,100000,100000,0
10,0,18,180,100000,100000,0
11,0,92,920,100000,100000,0
12,0,27,270,100000,100000,0
13,0,133,1330,100000,100000,0
14,0,247,2470,100000,100000,0
15,0,298,2980,100000,100000,0
16,0,25,250,100000,100000,0
17,0,119,1190,100000,100000,0
18,0,301,3010,100000,100000,0
19,0,237,2370,100000,100000,0
20,0,223,2230,100000,100000,0
21,0,32,320,200000,200000,0
22,0,60,600,200000,200000,0
23,0,57,570,200000,200000,0
24,0,14,140,200000,200000,0
25,0,75,750,200000,200000,0
26,0,21,210,200000,200000,0
27,0,72,720,200000,200000,0
28,0,80,800,200000,200000,0
29,0,27,270,200000,200000,0
30,0,68,680,200000,200000,0
31,0,65,650,200000,200000,0
32,0,117,1170,200000,200000,0
33,0,54,540,200000,200000,0
34,0,80,800,200000,200000,0
35,0,70,700,200000,200000,0
36,0,109,1090,500000,500000,0
37,0,119,1199,500000,500000,0
38,0,86,860,1000000,1000000,0
39,0,86,860,1000000,1000000,0
40,0,77,770,1000000,1000000,0
41,0,25,250,1000000,1000000,0
42,0,33,330,1000000,1000000,0
43,0,48,480,1000000,1000000,0
44,0,12,129,1000000,1000000,0
45,0,79,790,1000000,1000000,0
46,0,89,890,1000000,1000000,0
47,0,69,690,1000000,1000000,0
48,0,74,740,1000000,1000000,0
49,0,93,930,1000000,1000000,0
50,0,184,1840,1000000,1000000,0
51,0,66,660,1000000,1000000,0
52,0,48,480,1000000,1000000,0
53,0,51,519,1000000,1000000,0
54,0,64,640,1000000,1000000,0
55,0,34,340,1000000,1000000,0
56,0,273,2730,1000000,1000000,0
57,0,78,780,1000000,1000000,0
58,0,89,890,1000000,1000000,0
59,0,93,930,1000000,1000000,0
