TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,52,522,10000,10000,0
1,0,37,374,10000,10000,0
2,0,39,395,20000,20000,0
3,0,70,703,20000,20000,0
4,0,86,866,20000,20000,0
5,0,156,1564,30000,30000,0
6,0,605,6052,30000,30000,0
7,0,89,890,30000,30000,0
8,0,275,2757,30000,30000,0
9,0,65,657,30000,30000,0
10,0,306,3062,40000,40000,0
11,0,263,2632,40000,40000,0
12,0,155,1555,40000,40000,0
13,0,23,238,40000,40000,0
14,0,61,619,50000,50000,0
15,0,108,1084,50000,50000,0
16,0,76,768,50000,50000,0
17,0,19,199,50000,50000,0
18,0,130,1301,50000,50000,0
19,0,53,532,50000,50000,0
20,0,90,900,60000,60000,0
21,0,33,332,60000,60000,0
22,0,84,849,60000,60000,0
23,0,10,108,80000,80000,0
24,0,809,8095,80000,80000,0
