TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,20,203,10000,10000,0
1,0,0,5,10000,10000,0
2,0,0,9,10000,10000,0
3,0,18,185,20000,20000,0
4,0,109,1090,20000,20000,0
5,0,129,1293,20000,20000,0
6,0,1,13,30000,30000,0
7,0,80,808,30000,30000,0
8,0,24,241,30000,30000,0
9,0,37,373,40000,40000,0
10,0,48,481,40000,40000,0
11,0,266,2664,40000,40000,0
12,0,62,629,60000,60000,0
13,0,82,829,60000,60000,0
14,0,31,316,60000,60000,0
15,0,195,1952,60000,60000,0
16,0,491,4917,80000,80000,0
17,0,142,1429,80000,80000,0
18,0,22,223,80000,80000,0
19,0,528,5282,80000,80000,0
20,0,49,490,80000,80000,0
21,0,678,6781,90000,90000,0
22,0,257,2577,90000,90000,0
23,0,11,115,90000,90000,0
24,0,40,408,90000,90000,0
