TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,33,336,10000,10000,0
1,0,6,68,10000,10000,0
2,0,4,49,10000,10000,0
3,0,25,259,10000,10000,0
4,0,18,181,20000,20000,0
5,0,72,720,20000,20000,0
6,0,46,463,30000,30000,0
7,0,76,767,30000,30000,0
8,0,96,966,30000,30000,0
9,0,105,1052,40000,40000,0
10,0,45,451,40000,40000,0
11,0,155,1555,60000,60000,0
12,0,285,2856,60000,60000,0
13,0,73,738,60000,60000,0
14,0,207,2070,60000,60000,0
15,0,458,4588,80000,80000,0
16,0,43,432,80000,80000,0
17,0,572,5729,80000,80000,0
18,0,398,3988,90000,90000,0
19,0,381,3819,90000,90000,0
20,0,114,1147,90000,90000,0
21,0,122,1228,90000,90000,0
22,0,302,3024,90000,90000,0
23,0,567,5674,90000,90000,0
24,0,73,730,90000,90000,0
