TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,2,24,10000,10000,0
1,0,11,119,10000,10000,0
2,0,9,96,10000,10000,0
3,0,38,381,20000,20000,0
4,0,79,793,30000,30000,0
5,0,238,2387,30000,30000,0
6,0,20,200,30000,30000,0
7,0,51,517,30000,30000,0
8,0,159,1592,30000,30000,0
9,0,72,729,40000,40000,0
10,0,293,2930,40000,40000,0
11,0,9,96,40000,40000,0
12,0,87,875,40000,40000,0
13,0,216,2160,40000,40000,0
14,0,184,1844,60000,60000,0
15,0,193,1936,60000,60000,0
16,0,707,7076,80000,80000,0
17,0,12,127,80000,80000,0
18,0,54,545,80000,80000,0
19,0,283,2836,80000,80000,0
20,0,31,319,80000,80000,0
21,0,376,3760,90000,90000,0
22,0,128,1284,90000,90000,0
23,0,169,1695,90000,90000,0
24,0,267,2672,90000,90000,0
