TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,53,530,10000,10000,0
1,0,138,1380,10000,10000,0
2,0,55,550,10000,10000,0
3,0,224,2240,10000,10000,0
4,0,216,2160,10000,10000,0
5,0,182,1820,50000,50000,0
6,0,168,1689,100000,100000,0
7,0,193,1930,100000,100000,0
8,0,365,3650,100000,100000,0
9,0,121,1210,100000,100000,0
10,0,279,2790,100000,100000,0
11,0,269,2690,100000,100000,0
12,0,172,1720,100000,100000,0
13,0,144,1440,100000,100000,0
14,0,14,140,100000,100000,0
15,0,227,2270,100000,100000,0
16,0,95,959,100000,100000,0
17,0,274,2740,100000,100000,0
18,0,36,360,100000,100000,0
19,0,17,170,100000,100000,0
20,0,233,2330,100000,100000,0
21,0,168,1689,100000,100000,0
22,0,144,1440,200000,200000,0
23,0,131,1310,500000,500000,0
24,0,76,760,500000,500000,0
25,0,67,670,1000000,1000000,0
26,0,155,1550,1000000,1000000,0
27,0,87,870,1000000,1000000,0
28,0,44,440,1000000,1000000,0
29,0,72,720,1000000,1000000,0
30,0,88,880,1000000,1000000,0
31,0,119,1190,1000000,1000000,0
32,0,202,2020,1000000,1000000,0
33,0,68,680,1000000,1000000,0
34,0,70,700,1000000,1000000,0
35,0,18,180,1000000,1000000,0
36,0,276,2760,1000000,1000000,0
37,0,327,3270,1000000,1000000,0
38,0,18,180,1000000,1000000,0
39,0,216,2160,1000000,1000000,0
40,0,118,1180,1000000,1000000,0
