TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,97,970,10000,10000,0
1,0,84,840,50000,50000,0
2,0,251,2510,50000,50000,0
3,0,282,2820,100000,100000,0
4,0,91,910,200000,200000,0
5,0,17,170,200000,200000,0
6,0,107,1070,200000,200000,0
7,0,44,440,200000,200000,0
8,0,41,410,200000,200000,0
9,0,617,6170,200000,200000,0
10,0,59,590,1000000,1000000,0
11,0,73,730,1000000,1000000,0
12,0,61,610,1000000,1000000,0
13,0,78,780,1000000,1000000,0
14,0,49,490,1000000,1000000,0
15,0,358,3580,1000000,1000000,0
16,0,65,650,1000000,1000000,0
