TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,104,1040,10000,10000,0
1,0,327,3270,100000,100000,0
2,0,123,1230,100000,100000,0
3,0,74,740,100000,100000,0
4,0,242,2420,100000,100000,0
5,0,227,2270,100000,100000,0
6,0,129,1290,100000,100000,0
7,0,216,2160,100000,100000,0
8,0,121,1210,100000,100000,0
9,0,190,1900,100000,100000,0
10,0,177,1770,100000,100000,0
11,0,126,1260,200000,200000,0
12,0,84,840,200000,200000,0
13,0,127,1270,200000,200000,0
14,0,180,1800,200000,200000,0
15,0,47,470,200000,200000,0
16,0,11,110,1000000,1000000,0
17,0,2,20,2000000,2000000,0
18,0,6,69,2000000,2000000,0
