TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,5,58,10000,10000,0
1,0,34,344,10000,10000,0
2,0,213,2139,20000,20000,0
3,0,120,1205,20000,20000,0
4,0,110,1107,30000,30000,0
5,0,36,360,40000,40000,0
6,0,92,926,40000,40000,0
7,0,207,2075,60000,60000,0
8,0,468,4689,60000,60000,0
9,0,21,210,60000,60000,0
10,0,22,224,60000,60000,0
11,0,58,583,80000,80000,0
12,0,5,52,80000,80000,0
13,0,4,41,80000,80000,0
14,0,912,9126,80000,80000,0
15,0,350,3506,80000,80000,0
16,0,1012,10127,80000,80000,0
17,0,110,1105,80000,80000,0
18,0,342,3421,80000,80000,0
19,0,43,430,80000,80000,0
20,0,356,3563,90000,90000,0
21,0,556,5567,90000,90000,0
22,0,57,570,90000,90000,0
23,0,150,1509,90000,90000,0
24,0,215,2150,90000,90000,0
