TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,38,388,10000,10000,0
1,0,13,132,10000,10000,0
2,0,6,63,10000,10000,0
3,0,26,269,20000,20000,0
4,0,135,1351,20000,20000,0
5,0,33,337,20000,20000,0
6,0,4,44,20000,20000,0
7,0,103,1034,20000,20000,0
8,0,47,477,30000,30000,0
9,0,169,1692,30000,30000,0
10,0,111,1117,30000,30000,0
11,0,135,1358,30000,30000,0
12,0,293,2933,30000,30000,0
13,0,254,2541,30000,30000,0
14,0,131,1314,40000,40000,0
15,0,3,34,40000,40000,0
16,0,59,596,40000,40000,0
17,0,97,975,60000,60000,0
18,0,632,6328,80000,80000,0
19,0,1324,13249,90000,90000,0
20,0,345,3453,90000,90000,0
21,0,14,144,90000,90000,0
22,0,146,1466,90000,90000,0
23,0,332,3323,90000,90000,0
24,0,610,6107,90000,90000,0
