TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,3,38,10000,10000,0
1,0,0,8,10000,10000,0
2,0,74,744,10000,10000,0
3,0,29,297,20000,20000,0
4,0,197,1979,20000,20000,0
5,0,26,267,20000,20000,0
6,0,214,2145,30000,30000,0
7,0,96,963,40000,40000,0
8,0,9,92,40000,40000,0
9,0,137,1373,40000,40000,0
10,0,131,1312,40000,40000,0
11,0,254,2547,40000,40000,0
12,0,243,2430,50000,50000,0
13,0,109,1099,50000,50000,0
14,0,91,917,60000,60000,0
15,0,333,3336,60000,60000,0
16,0,273,2738,60000,60000,0
17,0,254,2547,60000,60000,0
18,0,50,509,60000,60000,0
19,0,496,4966,60000,60000,0
20,0,662,6624,60000,60000,0
21,0,62,625,60000,60000,0
22,0,348,3482,60000,60000,0
23,0,366,3669,80000,80000,0
24,0,154,1546,80000,80000,0
