TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,9,98,10000,10000,0
1,0,12,125,10000,10000,0
2,0,19,193,10000,10000,0
3,0,66,660,10000,10000,0
4,0,13,132,20000,20000,0
5,0,2,24,20000,20000,0
6,0,2,20,20000,20000,0
7,0,3,31,20000,20000,0
8,0,63,635,20000,20000,0
9,0,102,1028,20000,20000,0
10,0,91,916,20000,20000,0
11,0,273,2732,30000,30000,0
12,0,526,5268,30000,30000,0
13,0,4,47,30000,30000,0
14,0,420,4205,30000,30000,0
15,0,50,503,40000,40000,0
16,0,81,812,40000,40000,0
17,0,435,4356,40000,40000,0
18,0,23,233,40000,40000,0
19,0,194,1949,60000,60000,0
20,0,6,63,60000,60000,0
21,0,48,485,60000,60000,0
22,0,1122,11225,80000,80000,0
23,0,61,614,80000,80000,0
24,0,56,564,80000,80000,0
