TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,125,1250,10000,10000,0
1,0,26,260,10000,10000,0
2,0,29,290,10000,10000,0
3,0,15,150,20000,20000,0
4,0,204,2040,100000,100000,0
5,0,247,2470,100000,100000,0
6,0,577,5770,100000,100000,0
7,0,201,2010,100000,100000,0
8,0,236,2360,100000,100000,0
9,0,441,4410,100000,100000,0
10,0,42,420,100000,100000,0
11,0,336,3360,100000,100000,0
12,0,150,1500,100000,100000,0
13,0,312,3120,100000,100000,0
14,0,14,140,100000,100000,0
15,0,120,1200,100000,100000,0
16,0,145,1450,100000,100000,0
17,0,25,250,100000,100000,0
18,0,224,2240,100000,100000,0
19,0,214,2140,200000,200000,0
20,0,138,1380,500000,500000,0
21,0,42,420,1000000,1000000,0
22,0,53,530,1000000,1000000,0
23,0,189,1890,1000000,1000000,0
24,0,13,139,1000000,1000000,0
25,0,12,120,1000000,1000000,0
26,0,59,590,1000000,1000000,0
27,0,87,870,1000000,1000000,0
28,0,86,860,1000000,1000000,0
29,0,51,510,1000000,1000000,0
30,0,32,320,1000000,1000000,0
31,0,37,370,1000000,1000000,0
32,0,42,420,1000000,1000000,0
33,0,44,440,1000000,1000000,0
34,0,12,120,1000000,1000000,0
