TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,13,131,10000,10000,0
1,0,59,592,10000,10000,0
2,0,60,603,10000,10000,0
3,0,3,38,10000,10000,0
4,0,40,405,10000,10000,0
5,0,14,147,20000,20000,0
6,0,16,169,20000,20000,0
7,0,60,607,20000,20000,0
8,0,301,3010,20000,20000,0
9,0,77,773,30000,30000,0
10,0,21,214,30000,30000,0
11,0,151,1510,30000,30000,0
12,0,24,242,40000,40000,0
13,0,79,792,40000,40000,0
14,0,139,1396,60000,60000,0
15,0,58,586,60000,60000,0
16,0,589,5894,60000,60000,0
17,0,60,607,90000,90000,0
18,0,141,1412,90000,90000,0
19,0,280,2801,90000,90000,0
20,0,123,1236,90000,90000,0
21,0,59,593,90000,90000,0
22,0,218,2186,90000,90000,0
23,0,278,2788,90000,90000,0
24,0,508,5086,90000,90000,0
