TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,43,431,10000,10000,0
1,0,18,185,10000,10000,0
2,0,25,259,20000,20000,0
3,0,214,2140,20000,20000,0
4,0,55,557,20000,20000,0
5,0,51,514,30000,30000,0
6,0,172,1728,30000,30000,0
7,0,23,237,30000,30000,0
8,0,116,1164,30000,30000,0
9,0,18,188,30000,30000,0
10,0,267,2673,40000,40000,0
11,0,61,615,40000,40000,0
12,0,163,1633,50000,50000,0
13,0,9,95,50000,50000,0
14,0,157,1579,50000,50000,0
15,0,104,1040,50000,50000,0
16,0,12,124,50000,50000,0
17,0,273,2733,50000,50000,0
18,0,312,3126,50000,50000,0
19,0,206,2064,60000,60000,0
20,0,218,2189,60000,60000,0
21,0,83,836,60000,60000,0
22,0,86,869,80000,80000,0
23,0,191,1910,80000,80000,0
24,0,433,4330,80000,80000,0
