TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,14,142,10000,10000,0
1,0,118,1187,10000,10000,0
2,0,46,467,10000,10000,0
3,0,73,735,10000,10000,0
4,0,13,139,10000,10000,0
5,0,8,89,10000,10000,0
6,0,17,177,20000,20000,0
7,0,47,477,30000,30000,0
8,0,25,250,40000,40000,0
9,0,90,909,40000,40000,0
10,0,256,2565,40000,40000,0
11,0,418,4189,40000,40000,0
12,0,109,1091,60000,60000,0
13,0,109,1094,60000,60000,0
14,0,40,407,60000,60000,0
15,0,63,632,60000,60000,0
16,0,118,1186,80000,80000,0
17,0,150,1503,80000,80000,0
18,0,171,1714,80000,80000,0
19,0,266,2660,80000,80000,0
20,0,141,1415,80000,80000,0
21,0,149,1494,80000,80000,0
22,0,512,5122,90000,90000,0
23,0,521,5212,90000,90000,0
24,0,71,710,90000,90000,0
