TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,61,616,10000,10000,0
1,0,1,11,10000,10000,0
2,0,17,171,10000,10000,0
3,0,22,226,10000,10000,0
4,0,31,310,10000,10000,0
5,0,61,618,20000,20000,0
6,0,33,337,20000,20000,0
7,0,92,924,30000,30000,0
8,0,91,918,30000,30000,0
9,0,279,2795,30000,30000,0
10,0,261,2611,40000,40000,0
11,0,2,23,40000,40000,0
12,0,48,483,40000,40000,0
13,0,52,523,40000,40000,0
14,0,153,1537,60000,60000,0
15,0,252,2526,60000,60000,0
16,0,49,491,60000,60000,0
17,0,477,4776,60000,60000,0
18,0,5,55,80000,80000,0
19,0,143,1434,90000,90000,0
20,0,70,703,90000,90000,0
21,0,1409,14094,90000,90000,0
22,0,88,880,90000,90000,0
23,0,29,299,90000,90000,0
24,0,208,2089,90000,90000,0
