TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,278,2780,10000,10000,0
1,0,371,3710,100000,100000,0
2,0,102,1020,100000,100000,0
3,0,332,3320,100000,100000,0
4,0,208,2080,100000,100000,0
5,0,143,1430,100000,100000,0
6,0,127,1270,100000,100000,0
7,0,270,2700,100000,100000,0
8,0,91,910,100000,100000,0
9,0,274,2740,100000,100000,0
10,0,417,4179,100000,100000,0
11,0,208,2089,100000,100000,0
12,0,102,1020,100000,100000,0
13,0,90,900,200000,200000,0
14,0,132,1320,200000,200000,0
15,0,99,990,200000,200000,0
16,0,92,929,200000,200000,0
17,0,106,1060,200000,200000,0
18,0,85,850,200000,200000,0
19,0,106,1060,200000,200000,0
20,0,91,910,200000,200000,0
21,0,16,160,200000,200000,0
22,0,114,1140,200000,200000,0
23,0,59,599,500000,500000,0
24,0,58,580,1000000,1000000,0
25,0,11,110,2000000,2000000,0
