TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,0,1,10000,10000,0
1,0,21,218,10000,10000,0
2,0,13,132,10000,10000,0
3,0,6,61,10000,10000,0
4,0,42,424,10000,10000,0
5,0,46,462,20000,20000,0
6,0,10,105,20000,20000,0
7,0,0,3,20000,20000,0
8,0,16,167,20000,20000,0
9,0,109,1096,30000,30000,0
10,0,126,1260,30000,30000,0
11,0,26,266,30000,30000,0
12,0,38,380,40000,40000,0
13,0,437,4374,40000,40000,0
14,0,4,46,40000,40000,0
15,0,180,1808,40000,40000,0
16,0,1,17,40000,40000,0
17,0,36,360,40000,40000,0
18,0,83,838,60000,60000,0
19,0,164,1643,80000,80000,0
20,0,62,626,80000,80000,0
21,0,728,7288,80000,80000,0
22,0,309,3093,80000,80000,0
23,0,71,713,90000,90000,0
24,0,332,3325,90000,90000,0
