TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,45,10000,10000,0
1,0,26,267,10000,10000,0
2,0,7,74,10000,10000,0
3,0,37,379,20000,20000,0
4,0,30,301,20000,20000,0
5,0,44,443,20000,20000,0
6,0,12,123,20000,20000,0
7,0,23,239,30000,30000,0
8,0,4,46,40000,40000,0
9,0,211,2119,40000,40000,0
10,0,282,2821,40000,40000,0
11,0,115,1150,40000,40000,0
12,0,103,1033,40000,40000,0
13,0,63,631,60000,60000,0
14,0,156,1562,60000,60000,0
15,0,8,81,60000,60000,0
16,0,44,448,60000,60000,0
17,0,67,671,60000,60000,0
18,0,60,608,90000,90000,0
19,0,293,2933,90000,90000,0
20,0,76,761,90000,90000,0
21,0,548,5481,90000,90000,0
22,0,43,434,90000,90000,0
23,0,47,472,90000,90000,0
24,0,325,3259,90000,90000,0
