TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,22,220,10000,10000,0
1,0,10,100,10000,10000,0
2,0,0,4,10000,10000,0
3,0,43,437,20000,20000,0
4,0,11,115,20000,20000,0
5,0,85,856,30000,30000,0
6,0,217,2174,30000,30000,0
7,0,90,907,30000,30000,0
8,0,145,1454,30000,30000,0
9,0,210,2103,40000,40000,0
10,0,6,61,40000,40000,0
11,0,129,1293,60000,60000,0
12,0,169,1691,60000,60000,0
13,0,137,1376,60000,60000,0
14,0,1,18,60000,60000,0
15,0,34,340,60000,60000,0
16,0,38,387,80000,80000,0
17,0,112,1120,80000,80000,0
18,0,216,2167,80000,80000,0
19,0,29,290,80000,80000,0
20,0,284,2843,80000,80000,0
21,0,19,191,80000,80000,0
22,0,86,862,90000,90000,0
23,0,22,227,90000,90000,0
24,0,248,2480,90000,90000,0
