TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,32,326,10000,10000,0
1,0,39,397,20000,20000,0
2,0,91,911,20000,20000,0
3,0,31,319,30000,30000,0
4,0,34,341,40000,40000,0
5,0,13,132,40000,40000,0
6,0,111,1117,40000,40000,0
7,0,27,270,40000,40000,0
8,0,215,2152,40000,40000,0
9,0,13,135,40000,40000,0
10,0,31,319,60000,60000,0
11,0,77,772,60000,60000,0
12,0,129,1299,60000,60000,0
13,0,28,289,60000,60000,0
14,0,176,1761,60000,60000,0
15,0,147,1470,60000,60000,0
16,0,35,356,80000,80000,0
17,0,122,1222,80000,80000,0
18,0,80,803,80000,80000,0
19,0,504,5044,90000,90000,0
20,0,164,1643,90000,90000,0
21,0,23,234,90000,90000,0
22,0,491,4912,90000,90000,0
23,0,96,964,90000,90000,0
24,0,151,1519,90000,90000,0
