TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,78,789,10000,10000,0
1,0,10,102,10000,10000,0
2,0,8,84,10000,10000,0
3,0,20,205,20000,20000,0
4,0,47,471,20000,20000,0
5,0,42,423,30000,30000,0
6,0,104,1042,30000,30000,0
7,0,78,785,30000,30000,0
8,0,25,257,40000,40000,0
9,0,115,1159,40000,40000,0
10,0,175,1758,40000,40000,0
11,0,39,390,40000,40000,0
12,0,77,770,60000,60000,0
13,0,82,826,60000,60000,0
14,0,10,108,60000,60000,0
15,0,34,345,60000,60000,0
16,0,8,87,60000,60000,0
17,0,55,555,80000,80000,0
18,0,160,1603,80000,80000,0
19,0,218,2180,80000,80000,0
20,0,243,2437,80000,80000,0
21,0,326,3261,80000,80000,0
22,0,24,249,90000,90000,0
23,0,2,25,90000,90000,0
24,0,362,3621,90000,90000,0
