TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,2,26,10000,10000,0
1,0,17,179,10000,10000,0
2,0,69,694,10000,10000,0
3,0,37,376,20000,20000,0
4,0,64,641,20000,20000,0
5,0,11,114,30000,30000,0
6,0,6,64,30000,30000,0
7,0,52,528,30000,30000,0
8,0,13,131,30000,30000,0
9,0,101,1014,30000,30000,0
10,0,6,61,30000,30000,0
11,0,4,46,40000,40000,0
12,0,194,1946,40000,40000,0
13,0,134,1342,40000,40000,0
14,0,0,4,40000,40000,0
15,0,118,1186,40000,40000,0
16,0,5,55,40000,40000,0
17,0,209,2096,60000,60000,0
18,0,157,1575,60000,60000,0
19,0,246,2469,80000,80000,0
20,0,6,69,80000,80000,0
21,0,307,3077,90000,90000,0
22,0,109,1095,90000,90000,0
23,0,65,657,90000,90000,0
24,0,306,3061,90000,90000,0
