TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,47,10000,10000,0
1,0,1,12,10000,10000,0
2,0,1,19,20000,20000,0
3,0,5,53,20000,20000,0
4,0,11,111,20000,20000,0
5,0,13,138,20000,20000,0
6,0,1,10,30000,30000,0
7,0,20,207,30000,30000,0
8,0,3,33,40000,40000,0
9,0,11,117,40000,40000,0
10,0,0,5,40000,40000,0
11,0,38,385,40000,40000,0
12,0,54,542,60000,60000,0
13,0,25,253,60000,60000,0
14,0,4,42,60000,60000,0
15,0,86,866,60000,60000,0
16,0,74,744,60000,60000,0
17,0,33,332,60000,60000,0
18,0,13,135,80000,80000,0
19,0,12,120,80000,80000,0
20,0,0,2,80000,80000,0
21,0,39,397,80000,80000,0
22,0,11,118,90000,90000,0
23,0,1,15,90000,90000,0
24,0,8,86,90000,90000,0
