TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,33,330,20000,20000,0
1,0,19,190,20000,20000,0
2,0,33,330,100000,100000,0
3,0,227,2270,100000,100000,0
4,0,120,1200,100000,100000,0
5,0,62,620,100000,100000,0
6,0,10,100,200000,200000,0
7,0,71,710,1000000,1000000,0
8,0,59,590,1000000,1000000,0
9,0,175,1750,1000000,1000000,0
10,0,14,149,1000000,1000000,0
11,0,79,790,1000000,1000000,0
12,0,123,1230,1000000,1000000,0
13,0,157,1570,1000000,1000000,0
14,0,91,910,1000000,1000000,0
15,0,133,1330,1000000,1000000,0
16,0,4,40,2000000,2000000,0
