TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,11,116,20000,20000,0
1,0,7,72,20000,20000,0
2,0,13,136,20000,20000,0
3,0,22,225,20000,20000,0
4,0,30,306,20000,20000,0
5,0,72,721,20000,20000,0
6,0,9,92,30000,30000,0
7,0,196,1969,30000,30000,0
8,0,42,423,40000,40000,0
9,0,48,485,40000,40000,0
10,0,25,250,50000,50000,0
11,0,303,3033,50000,50000,0
12,0,36,362,50000,50000,0
13,0,72,724,50000,50000,0
14,0,6,62,50000,50000,0
15,0,199,1993,60000,60000,0
16,0,307,3077,60000,60000,0
17,0,133,1334,60000,60000,0
18,0,759,7597,60000,60000,0
19,0,77,771,80000,80000,0
20,0,299,2994,80000,80000,0
21,0,135,1354,80000,80000,0
22,0,8,83,80000,80000,0
23,0,296,2966,80000,80000,0
24,0,43,430,80000,80000,0
