TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,20,204,10000,10000,0
1,0,67,671,10000,10000,0
2,0,21,210,10000,10000,0
3,0,34,344,20000,20000,0
4,0,12,126,20000,20000,0
5,0,5,55,20000,20000,0
6,0,67,671,30000,30000,0
7,0,35,352,30000,30000,0
8,0,39,391,30000,30000,0
9,0,14,140,30000,30000,0
10,0,40,402,30000,30000,0
11,0,2,28,30000,30000,0
12,0,146,1463,40000,40000,0
13,0,283,2834,40000,40000,0
14,0,99,990,60000,60000,0
15,0,72,722,60000,60000,0
16,0,38,383,60000,60000,0
17,0,212,2124,60000,60000,0
18,0,270,2702,60000,60000,0
19,0,43,435,60000,60000,0
20,0,214,2146,60000,60000,0
21,0,90,907,80000,80000,0
22,0,58,580,80000,80000,0
23,0,36,364,90000,90000,0
24,0,91,915,90000,90000,0
