TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,6,65,10000,10000,0
1,0,34,340,10000,10000,0
2,0,28,286,10000,10000,0
3,0,26,266,10000,10000,0
4,0,36,361,20000,20000,0
5,0,21,214,20000,20000,0
6,0,113,1130,20000,20000,0
7,0,19,190,30000,30000,0
8,0,5,59,30000,30000,0
9,0,7,76,30000,30000,0
10,0,119,1195,30000,30000,0
11,0,28,288,30000,30000,0
12,0,216,2169,40000,40000,0
13,0,3,36,40000,40000,0
14,0,194,1945,40000,40000,0
15,0,6,66,40000,40000,0
16,0,32,321,60000,60000,0
17,0,82,821,80000,80000,0
18,0,19,192,80000,80000,0
19,0,163,1632,80000,80000,0
20,0,145,1458,80000,80000,0
21,0,77,777,90000,90000,0
22,0,394,3942,90000,90000,0
23,0,20,205,90000,90000,0
24,0,375,3751,90000,90000,0
