TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,40,10000,10000,0
1,0,0,6,10000,10000,0
2,0,5,53,10000,10000,0
3,0,0,5,10000,10000,0
4,0,17,178,20000,20000,0
5,0,9,90,20000,20000,0
6,0,5,58,20000,20000,0
7,0,21,214,30000,30000,0
8,0,30,304,30000,30000,0
9,0,7,78,30000,30000,0
10,0,12,124,40000,40000,0
11,0,26,268,40000,40000,0
12,0,40,401,60000,60000,0
13,0,1,14,60000,60000,0
14,0,6,64,60000,60000,0
15,0,2,25,60000,60000,0
16,0,17,178,60000,60000,0
17,0,10,102,60000,60000,0
18,0,34,348,80000,80000,0
19,0,39,399,80000,80000,0
20,0,30,304,80000,80000,0
21,0,7,78,90000,90000,0
22,0,94,940,90000,90000,0
23,0,27,274,90000,90000,0
24,0,24,241,90000,90000,0
