TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,2,25,10000,10000,0
1,0,9,97,10000,10000,0
2,0,0,2,10000,10000,0
3,0,0,1,20000,20000,0
4,0,23,236,20000,20000,0
5,0,4,46,30000,30000,0
6,0,9,99,30000,30000,0
7,0,13,133,30000,30000,0
8,0,6,60,30000,30000,0
9,0,5,54,30000,30000,0
10,0,16,169,40000,40000,0
11,0,4,47,40000,40000,0
12,0,0,8,40000,40000,0
13,0,29,295,40000,40000,0
14,0,23,238,40000,40000,0
15,0,4,46,60000,60000,0
16,0,0,2,60000,60000,0
17,0,10,100,60000,60000,0
18,0,14,143,90000,90000,0
19,0,16,164,90000,90000,0
20,0,23,234,90000,90000,0
21,0,46,462,90000,90000,0
22,0,145,1457,90000,90000,0
23,0,68,688,90000,90000,0
24,0,53,532,90000,90000,0
