TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,44,10000,10000,0
1,0,3,39,10000,10000,0
2,0,1,12,10000,10000,0
3,0,3,39,10000,10000,0
4,0,0,7,10000,10000,0
5,0,1,13,10000,10000,0
6,0,30,306,20000,20000,0
7,0,15,158,20000,20000,0
8,0,5,54,30000,30000,0
9,0,4,46,30000,30000,0
10,0,3,30,30000,30000,0
11,0,63,632,40000,40000,0
12,0,1,11,40000,40000,0
13,0,41,417,40000,40000,0
14,0,7,74,40000,40000,0
15,0,14,141,60000,60000,0
16,0,9,94,60000,60000,0
17,0,11,113,60000,60000,0
18,0,0,5,60000,60000,0
19,0,4,40,80000,80000,0
20,0,3,33,80000,80000,0
21,0,32,326,90000,90000,0
22,0,3,35,90000,90000,0
23,0,24,246,90000,90000,0
24,0,131,1317,90000,90000,0
