TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,26,260,10000,10000,0
1,0,326,3260,10000,10000,0
2,0,315,3150,10000,10000,0
3,0,60,600,20000,20000,0
4,0,274,2740,100000,100000,0
5,0,223,2230,100000,100000,0
6,0,223,2230,200000,200000,0
7,0,198,1980,200000,200000,0
8,0,13,130,200000,200000,0
9,0,381,3810,200000,200000,0
10,0,59,590,200000,200000,0
11,0,9,90,200000,200000,0
12,0,92,920,200000,200000,0
13,0,159,1590,200000,200000,0
14,0,124,1240,200000,200000,0
15,0,35,350,200000,200000,0
16,0,114,1140,200000,200000,0
17,0,262,2620,200000,200000,0
18,0,89,890,200000,200000,0
19,0,82,820,200000,200000,0
20,0,156,1560,200000,200000,0
21,0,407,4070,200000,200000,0
22,0,118,1180,200000,200000,0
23,0,18,180,200000,200000,0
24,0,70,700,200000,200000,0
25,0,173,1730,200000,200000,0
26,0,18,180,200000,200000,0
27,0,404,4040,200000,200000,0
28,0,43,430,200000,200000,0
29,0,539,5390,500000,500000,0
30,0,65,650,500000,500000,0
31,0,91,910,1000000,1000000,0
32,0,73,730,1000000,1000000,0
33,0,25,250,1000000,1000000,0
34,0,130,1300,1000000,1000000,0
35,0,111,1119,1000000,1000000,0
36,0,16,160,1000000,1000000,0
37,0,69,690,1000000,1000000,0
38,0,288,2880,1000000,1000000,0
39,0,124,1240,1000000,1000000,0
40,0,21,210,1000000,1000000,0
41,0,73,730,1000000,1000000,0
42,0,48,480,1000000,1000000,0
43,0,215,2150,1000000,1000000,0
44,0,381,3810,1000000,1000000,0
45,0,123,1230,1000000,1000000,0
46,0,35,350,1000000,1000000,0
47,0,80,800,1000000,1000000,0
48,0,42,420,1000000,1000000,0
49,0,93,930,1000000,1000000,0
50,0,217,2170,1000000,1000000,0
