TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,19,195,10000,10000,0
1,0,6,64,10000,10000,0
2,0,78,780,20000,20000,0
3,0,9,95,20000,20000,0
4,0,12,129,20000,20000,0
5,0,89,897,20000,20000,0
6,0,67,676,30000,30000,0
7,0,153,1532,40000,40000,0
8,0,97,977,40000,40000,0
9,0,59,594,40000,40000,0
10,0,61,613,40000,40000,0
11,0,24,243,40000,40000,0
12,0,2,20,40000,40000,0
13,0,39,391,40000,40000,0
14,0,143,1439,60000,60000,0
15,0,140,1401,60000,60000,0
16,0,4,45,60000,60000,0
17,0,219,2190,60000,60000,0
18,0,217,2174,60000,60000,0
19,0,20,201,80000,80000,0
20,0,72,726,80000,80000,0
21,0,107,1070,80000,80000,0
22,0,327,3274,80000,80000,0
23,0,25,252,80000,80000,0
24,0,513,5133,90000,90000,0
