TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,35,357,10000,10000,0
1,0,10,103,10000,10000,0
2,0,17,177,20000,20000,0
3,0,37,379,20000,20000,0
4,0,20,203,20000,20000,0
5,0,116,1168,20000,20000,0
6,0,14,146,30000,30000,0
7,0,131,1313,30000,30000,0
8,0,5,55,30000,30000,0
9,0,39,395,40000,40000,0
10,0,27,276,40000,40000,0
11,0,28,288,40000,40000,0
12,0,97,976,40000,40000,0
13,0,77,778,40000,40000,0
14,0,52,524,50000,50000,0
15,0,9,91,50000,50000,0
16,0,45,457,50000,50000,0
17,0,226,2262,60000,60000,0
18,0,13,130,60000,60000,0
19,0,152,1526,60000,60000,0
20,0,266,2664,60000,60000,0
21,0,240,2400,80000,80000,0
22,0,249,2494,80000,80000,0
23,0,165,1653,80000,80000,0
24,0,208,2084,80000,80000,0
