TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,24,246,10000,10000,0
1,0,94,941,20000,20000,0
2,0,8,87,20000,20000,0
3,0,16,167,20000,20000,0
4,0,24,248,30000,30000,0
5,0,125,1254,30000,30000,0
6,0,57,579,30000,30000,0
7,0,30,302,30000,30000,0
8,0,88,881,30000,30000,0
9,0,1,18,30000,30000,0
10,0,106,1069,40000,40000,0
11,0,9,95,40000,40000,0
12,0,107,1071,40000,40000,0
13,0,66,668,40000,40000,0
14,0,9,90,60000,60000,0
15,0,115,1155,60000,60000,0
16,0,150,1507,60000,60000,0
17,0,338,3383,80000,80000,0
18,0,247,2473,80000,80000,0
19,0,259,2592,90000,90000,0
20,0,84,849,90000,90000,0
21,0,487,4875,90000,90000,0
22,0,20,200,90000,90000,0
23,0,100,1001,90000,90000,0
24,0,77,772,90000,90000,0
