TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,16,168,10000,10000,0
1,0,19,196,10000,10000,0
2,0,0,6,10000,10000,0
3,0,3,30,20000,20000,0
4,0,21,211,20000,20000,0
5,0,2,21,40000,40000,0
6,0,6,60,40000,40000,0
7,0,107,1070,40000,40000,0
8,0,67,679,40000,40000,0
9,0,54,543,40000,40000,0
10,0,37,375,60000,60000,0
11,0,164,1646,60000,60000,0
12,0,11,114,60000,60000,0
13,0,1,11,60000,60000,0
14,0,19,196,60000,60000,0
15,0,301,3015,80000,80000,0
16,0,136,1360,80000,80000,0
17,0,37,376,80000,80000,0
18,0,137,1375,80000,80000,0
19,0,77,773,80000,80000,0
20,0,180,1805,90000,90000,0
21,0,47,479,90000,90000,0
22,0,144,1448,90000,90000,0
23,0,72,722,90000,90000,0
24,0,147,1477,90000,90000,0
