TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,11,118,10000,10000,0
1,0,13,133,10000,10000,0
2,0,50,509,10000,10000,0
3,0,1,16,10000,10000,0
4,0,4,42,10000,10000,0
5,0,50,501,20000,20000,0
6,0,15,153,20000,20000,0
7,0,35,350,20000,20000,0
8,0,2,23,20000,20000,0
9,0,45,451,30000,30000,0
10,0,14,146,40000,40000,0
11,0,4,41,40000,40000,0
12,0,182,1829,40000,40000,0
13,0,47,472,40000,40000,0
14,0,71,716,40000,40000,0
15,0,116,1161,40000,40000,0
16,0,40,406,60000,60000,0
17,0,171,1714,60000,60000,0
18,0,18,186,60000,60000,0
19,0,309,3092,80000,80000,0
20,0,1,19,80000,80000,0
21,0,20,209,80000,80000,0
22,0,141,1410,90000,90000,0
23,0,289,2895,90000,90000,0
24,0,129,1292,90000,90000,0
