TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,42,10000,10000,0
1,0,14,149,10000,10000,0
2,0,8,88,10000,10000,0
3,0,46,463,20000,20000,0
4,0,19,190,20000,20000,0
5,0,33,335,20000,20000,0
6,0,50,503,30000,30000,0
7,0,33,337,30000,30000,0
8,0,46,469,30000,30000,0
9,0,75,758,30000,30000,0
10,0,120,1205,30000,30000,0
11,0,61,616,40000,40000,0
12,0,1,14,40000,40000,0
13,0,67,672,40000,40000,0
14,0,11,110,40000,40000,0
15,0,47,474,40000,40000,0
16,0,56,565,40000,40000,0
17,0,424,4248,60000,60000,0
18,0,30,301,60000,60000,0
19,0,87,873,60000,60000,0
20,0,8,81,60000,60000,0
21,0,33,333,80000,80000,0
22,0,171,1710,80000,80000,0
23,0,147,1471,80000,80000,0
24,0,130,1306,80000,80000,0
