TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,7,78,10000,10000,0
1,0,67,676,10000,10000,0
2,0,33,336,10000,10000,0
3,0,41,417,10000,10000,0
4,0,19,192,10000,10000,0
5,0,9,92,20000,20000,0
6,0,19,190,20000,20000,0
7,0,8,80,20000,20000,0
8,0,5,56,20000,20000,0
9,0,12,127,30000,30000,0
10,0,40,402,30000,30000,0
11,0,11,114,30000,30000,0
12,0,11,119,30000,30000,0
13,0,18,183,40000,40000,0
14,0,51,518,40000,40000,0
15,0,75,757,60000,60000,0
16,0,19,199,60000,60000,0
17,0,214,2144,60000,60000,0
18,0,217,2178,80000,80000,0
19,0,28,281,80000,80000,0
20,0,191,1915,80000,80000,0
21,0,169,1698,80000,80000,0
22,0,89,895,90000,90000,0
23,0,206,2064,90000,90000,0
24,0,48,480,90000,90000,0
