TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,2,22,10000,10000,0
1,0,36,364,10000,10000,0
2,0,1,12,10000,10000,0
3,0,36,366,10000,10000,0
4,0,61,612,10000,10000,0
5,0,0,8,10000,10000,0
6,0,52,524,20000,20000,0
7,0,34,347,20000,20000,0
8,0,338,3382,30000,30000,0
9,0,73,735,30000,30000,0
10,0,105,1056,30000,30000,0
11,0,19,193,30000,30000,0
12,0,142,1425,30000,30000,0
13,0,33,333,30000,30000,0
14,0,18,183,30000,30000,0
15,0,66,667,40000,40000,0
16,0,88,884,40000,40000,0
17,0,41,417,40000,40000,0
18,0,25,253,40000,40000,0
19,0,231,2313,60000,60000,0
20,0,12,122,60000,60000,0
21,0,238,2388,60000,60000,0
22,0,7,78,60000,60000,0
23,0,39,395,70000,70000,0
24,0,217,2170,70000,70000,0
