TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,24,245,10000,10000,0
1,0,22,223,10000,10000,0
2,0,23,230,10000,10000,0
3,0,24,241,10000,10000,0
4,0,43,439,20000,20000,0
5,0,125,1259,20000,20000,0
6,0,32,322,20000,20000,0
7,0,191,1919,20000,20000,0
8,0,4,47,20000,20000,0
9,0,99,991,20000,20000,0
10,0,15,153,20000,20000,0
11,0,50,501,30000,30000,0
12,0,75,752,30000,30000,0
13,0,102,1023,30000,30000,0
14,0,86,862,40000,40000,0
15,0,204,2040,40000,40000,0
16,0,109,1094,60000,60000,0
17,0,320,3208,60000,60000,0
18,0,448,4489,60000,60000,0
19,0,107,1071,80000,80000,0
20,0,101,1013,80000,80000,0
21,0,357,3572,90000,90000,0
22,0,195,1952,90000,90000,0
23,0,221,2211,90000,90000,0
24,0,379,3799,90000,90000,0
