TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,117,1174,10000,10000,0
1,0,19,191,10000,10000,0
2,0,9,98,10000,10000,0
3,0,45,452,10000,10000,0
4,0,171,1718,20000,20000,0
5,0,19,191,20000,20000,0
6,0,46,468,20000,20000,0
7,0,24,242,20000,20000,0
8,0,677,6774,30000,30000,0
9,0,4,41,30000,30000,0
10,0,71,718,30000,30000,0
11,0,16,164,40000,40000,0
12,0,187,1875,60000,60000,0
13,0,271,2718,60000,60000,0
14,0,130,1302,60000,60000,0
15,0,725,7257,60000,60000,0
16,0,192,1927,60000,60000,0
17,0,195,1953,60000,60000,0
18,0,104,1046,60000,60000,0
19,0,17,178,80000,80000,0
20,0,263,2632,80000,80000,0
21,0,125,1256,80000,80000,0
22,0,176,1760,80000,80000,0
23,0,54,547,90000,90000,0
24,0,375,3759,90000,90000,0
