TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,65,650,10000,10000,0
1,0,27,274,10000,10000,0
2,0,36,367,10000,10000,0
3,0,113,1134,20000,20000,0
4,0,40,401,20000,20000,0
5,0,11,110,20000,20000,0
6,0,7,74,20000,20000,0
7,0,99,991,20000,20000,0
8,0,11,115,20000,20000,0
9,0,163,1639,30000,30000,0
10,0,73,737,30000,30000,0
11,0,80,801,30000,30000,0
12,0,479,4794,40000,40000,0
13,0,214,2144,40000,40000,0
14,0,234,2348,40000,40000,0
15,0,605,6055,60000,60000,0
16,0,235,2350,60000,60000,0
17,0,183,1838,60000,60000,0
18,0,22,221,60000,60000,0
19,0,187,1878,60000,60000,0
20,0,381,3810,80000,80000,0
21,0,75,754,90000,90000,0
22,0,245,2454,90000,90000,0
23,0,532,5324,90000,90000,0
24,0,387,3877,90000,90000,0
