TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,88,889,10000,10000,0
1,0,39,394,10000,10000,0
2,0,99,992,10000,10000,0
3,0,10,100,10000,10000,0
4,0,46,467,10000,10000,0
5,0,350,3500,20000,20000,0
6,0,57,570,20000,20000,0
7,0,15,156,30000,30000,0
8,0,361,3615,30000,30000,0
9,0,22,224,30000,30000,0
10,0,13,134,30000,30000,0
11,0,12,121,30000,30000,0
12,0,46,461,30000,30000,0
13,0,330,3306,40000,40000,0
14,0,151,1513,50000,50000,0
15,0,127,1276,50000,50000,0
16,0,12,122,50000,50000,0
17,0,73,732,50000,50000,0
18,0,91,916,60000,60000,0
19,0,199,1992,60000,60000,0
20,0,189,1894,60000,60000,0
21,0,329,3290,60000,60000,0
22,0,85,859,60000,60000,0
23,0,98,984,60000,60000,0
24,0,202,2022,60000,60000,0
