TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,59,598,10000,10000,0
1,0,21,213,10000,10000,0
2,0,69,696,20000,20000,0
3,0,15,157,20000,20000,0
4,0,32,322,30000,30000,0
5,0,86,864,30000,30000,0
6,0,171,1717,30000,30000,0
7,0,220,2208,30000,30000,0
8,0,57,574,40000,40000,0
9,0,436,4369,40000,40000,0
10,0,146,1469,40000,40000,0
11,0,173,1733,50000,50000,0
12,0,598,5989,50000,50000,0
13,0,42,423,50000,50000,0
14,0,468,4685,50000,50000,0
15,0,117,1171,50000,50000,0
16,0,178,1784,60000,60000,0
17,0,170,1706,60000,60000,0
18,0,404,4044,60000,60000,0
19,0,69,692,80000,80000,0
20,0,390,3904,80000,80000,0
21,0,346,3468,80000,80000,0
22,0,4,42,80000,80000,0
23,0,146,1469,80000,80000,0
24,0,159,1596,80000,80000,0
