TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,22,223,10000,10000,0
1,0,28,283,10000,10000,0
2,0,99,997,20000,20000,0
3,0,5,53,20000,20000,0
4,0,21,211,20000,20000,0
5,0,200,2006,30000,30000,0
6,0,95,955,30000,30000,0
7,0,70,709,30000,30000,0
8,0,132,1320,40000,40000,0
9,0,124,1243,40000,40000,0
10,0,620,6204,40000,40000,0
11,0,57,579,40000,40000,0
12,0,141,1412,50000,50000,0
13,0,538,5386,50000,50000,0
14,0,219,2193,50000,50000,0
15,0,161,1616,60000,60000,0
16,0,20,202,60000,60000,0
17,0,673,6733,60000,60000,0
18,0,234,2346,60000,60000,0
19,0,223,2235,80000,80000,0
20,0,235,2350,80000,80000,0
21,0,77,777,80000,80000,0
22,0,274,2744,80000,80000,0
23,0,130,1306,80000,80000,0
24,0,406,4065,80000,80000,0
