TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,107,1070,10000,10000,0
1,0,54,540,10000,10000,0
2,0,27,270,20000,20000,0
3,0,59,590,50000,50000,0
4,0,174,1740,100000,100000,0
5,0,244,2440,100000,100000,0
6,0,271,2710,100000,100000,0
7,0,45,450,200000,200000,0
8,0,40,400,200000,200000,0
9,0,26,260,200000,200000,0
10,0,59,590,200000,200000,0
11,0,72,720,200000,200000,0
12,0,22,220,200000,200000,0
13,0,108,1080,200000,200000,0
14,0,97,970,200000,200000,0
15,0,28,289,200000,200000,0
16,0,59,590,200000,200000,0
17,0,104,1040,200000,200000,0
18,0,62,620,200000,200000,0
19,0,36,360,500000,500000,0
20,0,88,880,500000,500000,0
21,0,72,720,1000000,1000000,0
22,0,89,890,1000000,1000000,0
23,0,22,220,1000000,1000000,0
24,0,41,410,1000000,1000000,0
25,0,88,880,1000000,1000000,0
26,0,53,530,1000000,1000000,0
