TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,2,21,10000,10000,0
1,0,64,649,10000,10000,0
2,0,13,139,10000,10000,0
3,0,31,315,10000,10000,0
4,0,84,843,20000,20000,0
5,0,21,217,20000,20000,0
6,0,44,444,20000,20000,0
7,0,16,162,30000,30000,0
8,0,100,1003,30000,30000,0
9,0,107,1079,30000,30000,0
10,0,65,658,30000,30000,0
11,0,196,1960,30000,30000,0
12,0,110,1106,30000,30000,0
13,0,134,1345,40000,40000,0
14,0,19,192,40000,40000,0
15,0,300,3006,40000,40000,0
16,0,23,238,40000,40000,0
17,0,6,66,40000,40000,0
18,0,40,400,60000,60000,0
19,0,62,621,60000,60000,0
20,0,52,524,80000,80000,0
21,0,348,3486,80000,80000,0
22,0,52,529,80000,80000,0
23,0,699,6997,80000,80000,0
24,0,274,2744,90000,90000,0
