TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,19,190,10000,10000,0
1,0,2,27,10000,10000,0
2,0,37,376,10000,10000,0
3,0,48,483,20000,20000,0
4,0,62,623,20000,20000,0
5,0,49,492,30000,30000,0
6,0,28,281,30000,30000,0
7,0,98,989,30000,30000,0
8,0,306,3067,30000,30000,0
9,0,215,2158,30000,30000,0
10,0,279,2796,40000,40000,0
11,0,177,1770,40000,40000,0
12,0,287,2879,60000,60000,0
13,0,727,7271,80000,80000,0
14,0,533,5333,80000,80000,0
15,0,19,195,80000,80000,0
16,0,43,439,80000,80000,0
17,0,135,1359,80000,80000,0
18,0,132,1324,80000,80000,0
19,0,134,1345,90000,90000,0
20,0,177,1773,90000,90000,0
21,0,181,1812,90000,90000,0
22,0,294,2946,90000,90000,0
23,0,529,5292,90000,90000,0
24,0,402,4026,90000,90000,0
