TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,228,2280,10000,10000,0
1,0,189,1890,10000,10000,0
2,0,19,190,10000,10000,0
3,0,47,470,10000,10000,0
4,0,81,810,10000,10000,0
5,0,12,120,20000,20000,0
6,0,49,490,20000,20000,0
7,0,57,570,20000,20000,0
8,0,39,390,20000,20000,0
9,0,108,1080,50000,50000,0
10,0,583,5830,100000,100000,0
11,0,346,3460,200000,200000,0
12,0,110,1100,200000,200000,0
13,0,41,410,200000,200000,0
14,0,92,929,200000,200000,0
15,0,107,1070,200000,200000,0
16,0,154,1540,200000,200000,0
17,0,47,479,200000,200000,0
18,0,112,1120,200000,200000,0
19,0,94,940,200000,200000,0
20,0,356,3560,200000,200000,0
21,0,106,1060,200000,200000,0
22,0,190,1900,200000,200000,0
23,0,159,1590,200000,200000,0
24,0,106,1060,200000,200000,0
25,0,101,1010,200000,200000,0
26,0,82,820,200000,200000,0
27,0,70,700,200000,200000,0
28,0,69,690,200000,200000,0
29,0,112,1120,200000,200000,0
30,0,11,110,200000,200000,0
31,0,105,1050,200000,200000,0
32,0,92,920,200000,200000,0
33,0,51,510,200000,200000,0
34,0,275,2750,200000,200000,0
35,0,47,470,200000,200000,0
36,0,308,3080,200000,200000,0
37,0,108,1080,500000,500000,0
38,0,36,360,500000,500000,0
39,0,86,860,500000,500000,0
40,0,447,4479,500000,500000,0
41,0,78,780,500000,500000,0
42,0,180,1800,500000,500000,0
43,0,48,480,500000,500000,0
44,0,135,1350,500000,500000,0
45,0,41,410,500000,500000,0
46,0,36,360,500000,500000,0
47,0,312,3120,1000000,1000000,0
48,0,32,320,1000000,1000000,0
49,0,43,430,1000000,1000000,0
50,0,27,270,1000000,1000000,0
51,0,36,360,1000000,1000000,0
52,0,43,430,1000000,1000000,0
53,0,27,270,1000000,1000000,0
54,0,39,390,1000000,1000000,0
55,0,73,730,1000000,1000000,0
56,0,71,710,1000000,1000000,0
57,0,34,340,1000000,1000000,0
58,0,54,540,1000000,1000000,0
59,0,34,340,1000000,1000000,0
60,0,518,5180,1000000,1000000,0
61,0,45,450,1000000,1000000,0
62,0,68,680,1000000,1000000,0
63,0,264,2640,1000000,1000000,0
64,0,93,930,1000000,1000000,0
65,0,299,2990,1000000,1000000,0
66,0,65,650,1000000,1000000,0
67,0,218,2180,1000000,1000000,0
68,0,29,299,1000000,1000000,0
69,0,25,250,1000000,1000000,0
70,0,12,129,1000000,1000000,0
71,0,337,3370,1000000,1000000,0
72,0,34,340,1000000,1000000,0
73,0,91,910,1000000,1000000,0
74,0,66,660,1000000,1000000,0
75,0,58,580,1000000,1000000,0
76,0,282,2820,1000000,1000000,0
