TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,110,1103,10000,10000,0
1,0,7,76,10000,10000,0
2,0,39,394,10000,10000,0
3,0,99,998,10000,10000,0
4,0,17,171,20000,20000,0
5,0,55,555,20000,20000,0
6,0,56,563,30000,30000,0
7,0,122,1222,30000,30000,0
8,0,121,1212,30000,30000,0
9,0,171,1716,30000,30000,0
10,0,270,2707,30000,30000,0
11,0,16,161,30000,30000,0
12,0,25,252,40000,40000,0
13,0,117,1173,40000,40000,0
14,0,32,321,60000,60000,0
15,0,147,1476,60000,60000,0
16,0,155,1559,60000,60000,0
17,0,190,1901,80000,80000,0
18,0,735,7350,80000,80000,0
19,0,22,222,80000,80000,0
20,0,310,3102,80000,80000,0
21,0,252,2522,90000,90000,0
22,0,11,117,90000,90000,0
23,0,273,2734,90000,90000,0
24,0,404,4042,90000,90000,0
